Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота|Адрес
5221/0798|2021-09-21 12:27:06|ПН-ПТ 08:00-17:00, СБ-ВС выходной|95.15|47.81928999247927|39.88970997738173|Ростовская область,город Новошахтинск,улица Рабоче-Крестьянская, дом 28А/24А
5221/0799|2021-06-21 15:42:13|ПН-ПТ 08:00-17:30, СБ 08:00-14:30, ВС выходной|96.36|47.89631000156342|40.05635000767947|Ростовская область,город Красный Сулин,улица Металлургов, дом 25
5221/0812|2021-12-13 14:19:22|ПН-ПТ 08:00-17:00, СБ 08:00-13:00, ВС выходной|95.83|48.05595998561753|39.95170999316113|Ростовская область,город Гуково,улица Шахтерская, дом 72
5221/0816|2021-03-30 18:30:22|ПН-ПТ 08:00-17:00, СБ 08:00-12:00, ВС выходной|95.65|48.03568998725885|40.12076996272467|Ростовская область,город Зверево,улица Обухова, дом 50
5221/0818|2021-02-24 17:08:54|ПН-ПТ 08:00-17:00, СБ 08:00-13:00, ВС выходной|95.92|48.02201998327953|39.87049002194334|Ростовская область,город Гуково,улица Карла Маркса, дом 98
5221/0823|2021-03-30 18:30:20|ПН-ПТ 08:00-16:30, СБ 08:00-14:00, ВС выходной|95.19|47.67201999559626|40.19953998746328|Ростовская область,рабочий поселок Каменоломни,улицаимени Крупской, дом 57
5221/084|2021-05-12 12:41:54|ПН-ПТ 09:00-18:30, СБ 09:00-16:00, ВС выходной|98.86|47.25934998470328|39.68943001687967|г Ростов-на-Дону,улица Шеболдаева, дом 95А/2
5221/0847|2021-02-24 17:08:38|ПН-ПТ 08:00-17:00, СБ 08:30-14:00, ВС выходной|95.74|47.7138099855342|40.20305996770182|Ростовская область,город Шахты,улица Советская, дом 235
5221/0848|2021-02-24 17:08:38|ПН-ПТ 08:00-16:00, СБ 08:30-14:30, ВС выходной|96.08|47.72949998626927|40.24328002717499|Ростовская область,город Шахты,улица Индустриальная, дом 3А
5221/0849|2021-02-24 17:08:38|ПН-ПТ 08:00-17:30, СБ 09:00-13:30, ВС выходной|92.4|47.7084399935363|40.21834998401735|Ростовская область,город Шахты, пер Красный Шахтер, влд 68
5221/0857|2021-05-12 12:41:54|ПН-ПТ 08:00-16:30, СБ 08:00-14:00, ВС выходной|96.61|47.72842999441943|40.28963999836222|Ростовская область,город Шахты, проспект Ленинского Комсомола, дом 38
5221/0859|2021-02-24 17:08:38|ПН-ПТ 08:00-18:00, СБ 08:30-14:00, ВС выходной|96.43|47.70843001907153|40.21546996208627|Ростовская область,город Шахты, проспект Победа Революции, дом 118
5221/0870|2021-05-12 12:41:54|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|96.3|47.51741000801204|42.20877002096211|Ростовская область,город Волгодонск, проспект Курчатова, дом 12
5221/0872|2021-02-24 17:08:55|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|96.3|47.51294999733238|42.19315000911857|Ростовская область,город Волгодонск, проспект Строителей, дом 2
5221/0873|2021-02-24 17:08:55|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|95.92|47.51086998614988|42.16265002366279|Ростовская область,город Волгодонск,улица Ленина, дом 102
5221/0874|2021-02-24 17:08:55|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.36|47.51779000159249|42.19872003523574|Ростовская область,город Волгодонск, проспект Строителей, дом 21
5221/0876|2021-02-24 17:08:55|ПН-ПТ 08:30-18:00, СБ 09:00-13:30, ВС выходной|95.83|47.51941998839351|42.15218002076827|Ростовская область,город Волгодонск,улица Ленина, дом 47
5221/0877|2021-10-27 09:13:29|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.61|47.52883105071944|42.20875950533603|Ростовская область,город Волгодонск,улица Академика Королева, дом 2В
5221/0878|2021-09-21 12:27:06|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.92|47.52606998082533|42.22545000828126|Ростовская область,город Волгодонск, проспект Мира, дом 12
5221/0879|2021-09-21 12:27:06|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|96.08|47.52297001775491|42.19659002600079|Ростовская область,город Волгодонск,улица Черникова, дом 19
5221/0881|2021-06-21 15:42:13|ПН-ПТ 08:00-17:00, СБ 08:30-12:00, ВС выходной|93.07|47.64663070388106|42.10282806679647|Ростовская область,город Цимлянск,улица Ленина, дом 31/30
5221/0890|2021-10-27 09:13:29|ПН-ПТ 08:30-16:45, СБ-ВС выходной|91.42|47.54700738739182|42.00740475543087|Ростовская область, станица Романовская,улица 40 лет Победы, зд 12
5221/0897|2021-09-21 12:27:06|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.29|47.41194999190603|42.76236999908573|Ростовская область, с Дубовское,улица Садовая, дом 99
5221/0901|2021-08-17 12:37:12|ПН-ПТ 08:30-16:45, СБ-ВС выходной|97.19|47.12049223203137|43.8902752481147|Ростовская область, с Заветное, пер Кирова, дом 14
5221/0902|2021-03-30 18:30:21|ПН-ПТ 08:00-16:00, СБ 08:30-12:00, ВС выходной|98.29|47.14288000350021|42.46951996463795|Ростовская область, п Зимовники,улица Ленина, дом 136
5221/0910|2021-05-12 12:41:54|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.46|47.27280998009854|41.67137997302757|Ростовская область, сл Большая Мартыновка,улица Ленина, дом 51
5221/0917|2021-05-12 12:41:54|ПН-ПТ 08:30-17:00, СБ-ВС выходной|98.08|46.56113102206826|43.65902676110183|Ростовская область, с Ремонтное,улица Дзержинского, дом 34
5221/0922|2021-10-27 09:13:29|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.08|48.18111998875676|40.77665003052758|Ростовская область,город Белая Калитва,улица Петрова, дом 48
5221/0928|2021-08-17 12:37:12|ПН-ПТ 08:30-17:30, СБ 08:30-14:30, ВС выходной|87.55|48.17717053761407|40.79421792075136|Ростовская область,город Белая Калитва,улица Энгельса, дом 387
5221/0931|2021-12-13 14:19:22|ПН-ПТ 08:30-16:30, СБ-ВС выходной|91.22|48.28213001055741|41.04696003768916|Ростовская область, Белокалитвинский район ,рабочий поселок Шолоховский,улица М.Горького, дом 18
5221/0935|2021-05-12 12:41:54|ПН-ПТ 08:00-16:30, СБ-ВС выходной|91.58|48.19260001098394|41.28131997831227|Ростовская область, станица Тацинская,улица Ленина, зд 49
5221/0941|2021-05-12 12:41:54|ПН-ПТ 08:30-18:00, СБ 08:30-14:30, ВС выходной|93.24|48.17712999329768|40.80957003906815|Ростовская область,город Белая Калитва,улица Российская, влд 306
5221/0943|2021-05-12 12:41:54|ПН-ПТ 08:00-16:30, СБ 08:00-14:30, ВС выходной|95.56|47.10334998420595|39.40967000062096|Ростовская область,город Азов,улица Васильева, дом 89
5230/0124|2020-09-28 19:18:00|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|45.06329998609763|41.98175002913072|г Ставрополь,улица Бурмистрова, дом 65Б
5230/0125|2021-09-21 12:27:06|ПН-ПТ 08:30-18:30, СБ 09:00-16:30, ВС выходной|100.0|45.0488000060659|41.98375003504742|г Ставрополь, проспект К.Маркса, дом 52
5230/0127|2021-09-21 12:27:06|ПН-ПТ 08:30-18:00, СБ 09:00-15:00, ВС выходной|98.82|45.07458001611502|41.93984998480411|г Ставрополь,улица Октябрьская, дом 186/1
5230/0128|2021-08-17 12:35:33|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|45.05712998335116|41.99785996321489|г Ставрополь,улица Вокзальная, дом 28
5230/0129|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|45.04090002041352|41.98500002826796|г Ставрополь,улица Маяковского, дом 1
5230/0131|2020-09-28 19:18:00|ПН-ПТ 08:30-18:30, СБ 08:30-17:30, ВС выходной|100.0|45.03667000915701|41.9661499662167|г Ставрополь,улица Мира, дом 286
5230/0133|2021-06-21 15:42:13|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|45.02817000496583|41.97506998757603|г Ставрополь, проезд Черняховского, дом 8
5230/0136|2021-05-12 12:41:54|ПН-ПТ 09:00-17:30, СБ 09:00-12:00, ВС выходной|100.0|45.04213999725977|41.99531002063085|г Ставрополь,улица Ленина, дом 104
5230/0137|2020-09-28 19:18:00|ПН-ВС 09:00-21:00|100.0|45.03759998131432|41.9225400136423|г Ставрополь,улица Ленина, дом 415А
5230/0138|2021-10-27 09:13:29|ПН-ПТ 09:00-17:30, СБ 09:00-13:00, ВС выходной|100.0|45.03790001153848|41.94677997471149|г Ставрополь,улица Ленина, дом 301
5230/0140|2020-09-28 19:18:00|ПН выходной, ВТ-ПТ 08:30-18:00, СБ 09:00-17:30, ВС выходной|98.71|45.0200386497152|41.92606945664802|г Ставрополь,улица 50 лет ВЛКСМ, дом 2/5
5230/0141|2021-05-12 12:41:30|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|45.03363999306859|41.95145003588473|г Ставрополь,улица Лермонтова, дом 259
5230/0142|2020-09-28 19:18:00|ПН-ПТ 08:30-18:00, СБ 09:00-15:00, ВС выходной|100.0|45.01046998193976|41.92867003471062|г Ставрополь,улица Доваторцев, дом 49Б
5230/0145|2021-05-12 12:41:54|ПН-ПТ 08:00-18:00, СБ 08:30-15:30, ВС 09:00-12:00|100.0|45.06058999107248|41.92990996964738|г Ставрополь, проспект Юности, дом 7Г
5230/0146|2021-09-21 12:27:06|ПН-ПТ 08:00-19:30, СБ 08:30-16:00, ВС 08:30-14:00|100.0|44.99938998604165|41.91910997122486|г Ставрополь,улица 50 лет ВЛКСМ, дом 109
5230/0149|2020-09-28 19:18:00|ПН-ПТ 08:30-18:00, СБ 08:30-15:00, ВС выходной|100.0|45.02444001614322|41.9338799742674|г Ставрополь,улица Доваторцев, дом 13
5230/0158|2021-05-12 12:41:30|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.62|45.03334997921871|42.02130003926405|г Ставрополь,улица Серова, дом 472/1
5230/016|2021-03-30 18:30:18|ПН выходной, ВТ-ПТ 08:00-15:45, СБ 08:00-13:45, ВС выходной|99.84|45.05453000080516|42.12595002824719|Ставропольский край, Шпаковский район , с Надежда,улица Советская, дом 141
5230/0160|2021-05-12 12:41:54|ПН-ПТ 08:00-18:00, СБ 08:00-15:00, ВС 08:30-11:30|96.0|45.13160000794176|42.02657996771231|Ставропольский край,город Михайловск,улица Ленина, дом 121
5230/0166|2020-09-28 19:18:00|ПН-ПТ 08:30-19:00, СБ 09:00-17:00, ВС 09:00-14:00|100.0|45.03631998088039|41.93357001148797|г Ставрополь,улица Ленина, дом 381
5230/0167|2020-09-28 19:18:00|ПН-ПТ 08:30-17:30, СБ 08:30-14:00, ВС выходной|98.67|45.00847190704935|41.91302210706156|г Ставрополь,улица Пирогова, дом 42/1
5230/0169|2021-05-12 12:41:54|ПН-ПТ 09:00-19:00, СБ 09:00-15:00, ВС выходной|98.82|45.01553998562301|41.90406998708102|г Ставрополь,улица Тухачевского, дом 26/2
5230/0200|2021-05-12 12:41:54|ПН-ПТ 08:00-18:00, СБ 08:00-13:30, ВС выходной|95.0|44.77998000792226|44.16267999641721|Ставропольский край,город Буденновск,улица Октябрьская, дом 59/61
5230/0208|2021-02-24 17:08:56|ПН выходной, ВТ-ПТ 08:00-17:45, СБ 08:00-14:15, ВС выходной|95.12|44.80456999726806|44.15827002569952|Ставропольский край,город Буденновск, мкр 8, дом 3
5230/0210|2021-05-12 12:41:53|ПН-ПТ 08:00-18:00, СБ 08:00-13:30, ВС выходной|95.24|44.79345001969182|44.16970998242951|Ставропольский край,город Буденновск, мкр 1, дом 18
5230/0214|2021-02-24 17:08:33|ПН-ПТ 08:00-16:00, СБ-ВС выходной|99.18|44.75045999267627|43.43882001165247|Ставропольский край, с Новоселицкое,улица Школьная, дом 37
5230/0219|2021-05-12 12:41:30|ПН-ПТ 08:00-16:30, СБ-ВС выходной|99.11|45.36938999098231|44.22655001479507|Ставропольский край, с Арзгир,улица Матросова, дом 15А
5230/0229|2021-05-12 12:41:53|ПН-ПТ 08:00-16:30, СБ 08:00-12:30, ВС выходной|99.25|44.70877413254237|43.00413744566705|Ставропольский край, с Александровское,улица Калинина, дом 37А
5230/0236|2021-08-17 12:35:33|ПН-ПТ 08:00-16:00, СБ-ВС выходной|99.22|44.71088001723908|43.0042200083864|Ставропольский край, с Александровское,улица К.Маркса, дом 56
5230/0237|2021-05-12 12:41:53|ПН-ПТ 08:00-16:30, СБ 08:00-12:30, ВС выходной|99.17|44.82375001293781|44.65945000045906|Ставропольский край, с Левокумское,улица Гагарина, дом 30
5230/0249|2021-02-24 17:08:47|ПН-ПТ 08:00-18:00, СБ 08:00-12:30, ВС выходной|95.26|44.75119959109977|44.98439644696914|Ставропольский край,город Нефтекумск,улица Дзержинского, дом 13
5230/0300|2021-02-24 17:08:44|ПН-ПТ 08:00-18:00, СБ 08:00-12:30, ВС 08:00-12:00|95.92|45.33905001605817|42.8490600003158|Ставропольский край,город Светлоград,улица Пушкина, дом 8
5230/0314|2021-05-12 12:41:30|ПН-ПТ 08:00-16:15, СБ-ВС выходной|98.2|45.43007702340481|43.43929883582312|Ставропольский край, с Летняя Ставка,улица Интернациональная, дом 1
5230/0323|2021-02-24 17:08:34|ПН-ЧТ 08:00-16:15, ПТ 08:00-16:00, СБ-ВС выходной|99.22|45.2054099995668|42.39551999717742|Ставропольский край, с Грачевка,улица Ставропольская, дом 64
5230/0331|2021-10-27 09:13:29|ПН-ПТ 08:00-16:30, СБ 08:30-12:00, ВС выходной|99.09|45.91107999715538|43.33939002050991|Ставропольский край, с Дивное,улица Советская, дом 85
5230/0344|2021-02-24 17:08:57|ПН-ПТ 08:00-17:00, СБ-ВС выходной|96.49|45.09454000978477|43.44050997097068|Ставропольский край,город Благодарный,улица Комсомольская, дом 18
5230/0352|2021-05-12 12:41:53|ПН-ПТ 08:00-17:30, СБ 08:00-12:00, ВС выходной|96.08|45.10028999536311|43.43662001352601|Ставропольский край,город Благодарный,улица Ленина, дом 197
5230/0354|2021-02-24 17:08:52|ПН-ПТ 08:00-17:30, СБ-ВС 08:00-12:00|95.92|45.71737999828412|42.91366997310598|Ставропольский край,город Ипатово,улица Гагарина, дом 67А
5230/0400|2021-02-24 17:08:54|ПН-ПТ 07:30-18:00, СБ 07:30-13:30, ВС выходной|96.08|44.14610997966776|43.47227000793083|Ставропольский край,город Георгиевск,улица Калинина, дом 11
5230/0404|2021-06-21 15:42:13|ПН-ПТ 08:00-16:30, СБ 08:30-14:00, ВС выходной|95.29|44.15245998378492|43.46902998325837|Ставропольский край,город Георгиевск,улица Пушкина, дом 51/1
5230/0409|2021-10-27 09:13:29|ПН-ПТ 08:00-17:00, СБ 08:00-14:00, ВС выходной|96.23|44.12872000324015|43.44939001065185|Ставропольский край,город Георгиевск,улица Салогубова, дом 12
5230/0413|2021-02-24 17:08:47|ПН-ПТ 08:00-17:30, СБ 08:00-14:30, ВС выходной|86.92|45.04274999026336|41.96813002320386|Ставропольский край,город Новопавловск,площадь Ленина, дом 1
5230/0423|2021-02-24 17:08:32|ПН-ПТ 08:00-16:00, СБ 08:00-12:30, ВС выходной|91.24|44.04096001016021|44.46147003418835|Ставропольский край, станица Курская, пер Октябрьский, влд 22
5230/0433|2021-02-24 17:08:53|ПН-ПТ 08:00-17:00, СБ 08:30-12:00, ВС выходной|96.08|44.40333998501455|43.8824299740989|Ставропольский край,город Зеленокумск,площадь Ленина, дом 3
5230/0437|2021-10-27 09:13:29|ПН выходной, ВТ-СБ 08:00-16:15, ВС выходной|92.2|48.26642282220496|38.28156720065249|Ставропольский край, Советский район , с Солдато-Александровское,улица Шоссейная, зд 15
5230/0448|2021-02-24 17:08:33|ПН-ПТ 08:00-16:15, СБ-ВС выходной|96.61|44.26551999722864|44.5943999777522|Ставропольский край, с Степное,площадь Ленина, дом 6
5230/0500|2021-02-24 17:08:52|ПН-ПТ 08:00-18:00, СБ 08:00-13:00, ВС выходной|96.36|45.3774499871663|41.70970999715371|Ставропольский край,город Изобильный,улица Пролетарская, дом 51
5230/0510|2021-02-24 17:08:36|ПН выходной, ВТ-ПТ 08:00-17:45, СБ 08:00-14:15, ВС выходной|99.86|45.29402000144776|41.49274996551347|Ставропольский край, Изобильненский район , п Солнечнодольск,улица Молодежная, дом 4
5230/0511|2021-05-12 12:41:30|ПН-ПТ 08:00-17:00, СБ-ВС выходной|79.7|45.35663001023076|41.69244998213483|Ставропольский край,город Изобильный,улица Р.Люксембург, дом 2А корпус 1
5230/0512|2021-05-12 12:41:53|ПН-ПТ 08:00-16:00, СБ 08:00-12:00, ВС выходной|99.11|45.44892000288186|41.96465002464348|Ставропольский край, с Донское,улица Солнечная, дом 15
5230/0519|2021-02-24 17:08:36|ПН выходной, ВТ-ПТ 08:00-17:45, СБ 08:30-14:15, ВС выходной|93.85|45.36623998794994|41.72621002501165|Ставропольский край, Изобильненский район , п Рыздвяный,улица Школьная, дом 21
5230/0521|2021-02-24 17:08:33|ПН-ПТ 08:00-16:00, СБ 08:00-12:00, ВС выходной|99.2|45.84067443229168|41.5134906734846|Ставропольский край, с Красногвардейское,улица Ленина 55А
5230/0526|2021-02-24 17:08:47|ПН-ПТ 08:00-17:00, СБ 08:30-12:30, ВС выходной|96.61|45.49559002066758|41.21314995978639|Ставропольский край,город Новоалександровск,улица Гагарина, дом 325
5230/0600|2021-02-24 17:08:47|ПН-ПТ 08:30-18:30, СБ 08:30-13:30, ВС 08:30-11:00|96.23|44.62475001096016|41.94805000068064|Ставропольский край,город Невинномысск,улица Гагарина, дом 61
5230/0601|2021-12-13 14:19:21|ПН выходной, ВТ-ПТ 08:00-18:00, СБ 08:30-14:30, ВС выходной|96.43|44.61475999775098|41.91510995939146|Ставропольский край,город Невинномысск,улица Маяковского, дом 5А
5230/0603|2021-05-12 12:41:30|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.3|44.63332000404284|41.94194998682568|Ставропольский край,город Невинномысск,улица Линейная, дом 19Б
5230/0605|2021-05-05 09:51:53|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.3|44.6229800044666|41.97295003662489|Ставропольский край,город Невинномысск,улица Калинина, дом 180
5230/0606|2021-09-21 12:27:06|ПН выходной, ВТ-ПТ 08:00-17:45, СБ 08:30-14:15, ВС выходной|96.08|44.64031000837699|41.95054998712175|Ставропольский край,город Невинномысск, бульвар Мира, дом 30
5230/0608|2021-06-21 15:41:14|ПН-ПТ 08:00-16:30, СБ-ВС выходной|99.09|44.46084000843615|42.50462999684021|Ставропольский край, с Курсавка,улица Красная, дом 26
5230/0624|2021-02-24 17:08:34|ПН-ПТ 08:00-17:00, СБ 08:00-12:30, ВС выходной|99.2|44.68869001822949|41.82489997792285|Ставропольский край, с Кочубеевское,улица Куличенко, дом 70
5230/0700|2021-05-12 12:41:53|ПН-ПТ 08:30-18:00, СБ 08:30-15:30, ВС 09:00-14:00|96.3|44.06052001941043|43.06321997338125|Ставропольский край,город Пятигорск,улица Орджоникидзе, дом 21
5230/0701|2021-12-13 14:19:21|ПН-ПТ 08:30-19:30, СБ 08:30-16:30, ВС выходной|96.55|44.04152000511135|43.06392002993445|Ставропольский край,город Пятигорск, проспект 40 лет Октября, дом 56В
5230/0702|2021-06-07 13:59:08|ПН выходной, ВТ-ПТ 08:00-17:30, СБ 08:30-15:30, ВС выходной|96.23|44.038890015352|43.03636997148226|Ставропольский край,город Пятигорск,улица Февральская, дом 54
5230/0704|2020-11-03 09:55:59|ПН-ПТ 08:30-17:30, СБ-ВС выходной|90.82|44.03781000712783|43.07326995910762|Ставропольский край,город Пятигорск,улица Октябрьская, дом 8 строение 1
5230/0707|2021-05-12 12:41:53|ПН-ПТ 08:00-18:00, СБ 08:00-16:00, ВС выходной|96.08|44.03574001231965|43.0677799801658|Ставропольский край,город Пятигорск, проспект Кирова, дом 59
5230/0708|2021-06-07 13:59:08|ПН-ПТ 08:00-17:30, СБ-ВС выходной|96.23|44.04974001182697|43.04065999716551|Ставропольский край,город Пятигорск,улица Украинская, дом 48А
5230/0712|2020-11-03 09:55:59|ПН-ПТ 08:00-19:00, СБ 08:00-15:30, ВС выходной|96.36|44.05028999040383|42.89737002127683|Ставропольский край,город Ессентуки,улица Октябрьская, дом 458А
5230/0713|2021-06-07 13:58:29|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.55|44.05514998550302|42.85517996310031|Ставропольский край,город Ессентуки,улица Фридриха Энгельса, дом 15
5230/0714|2020-11-03 09:55:59|ПН-ПТ 08:00-18:00, СБ 08:00-16:00, ВС выходной|96.3|44.04258999696123|42.85430003090497|Ставропольский край,город Ессентуки,улица Кисловодская, дом 24
5230/0721|2021-06-21 15:42:13|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.08|44.14040001767705|43.01023997506604|Ставропольский край,город Железноводск,улица Ленина, дом 97
5230/0722|2021-05-12 12:41:53|ПН выходной, ВТ-ПТ 08:30-18:00, СБ 09:00-16:00, ВС выходной|96.15|44.14365001681432|43.00445998227431|Ставропольский край,город Железноводск,улица Ленина, дом 130
5230/0723|2021-06-21 15:42:13|ПН выходной, ВТ-ПТ 08:30-17:45, СБ 08:30-16:15, ВС выходной|97.09|44.08857001647752|43.08730000773784|Ставропольский край,город Железноводск, п Иноземцево,улица 8 Марта, дом 3
5230/0726|2020-11-03 09:55:59|ПН-ПТ 09:00-18:30, СБ-ВС выходной|95.92|44.10774001577298|42.98554001515058|Ставропольский край,город Лермонтов,улица Волкова, дом 11
5230/0728|2020-11-03 09:55:59|ПН-ПТ 09:00-18:30, СБ 09:00-15:30, ВС 09:00-13:30|96.15|43.9130799956215|42.71598002068512|Ставропольский край,город Кисловодск,улица Куйбышева, дом 51
5230/0731|2021-12-13 14:16:40|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.0|43.90930000874647|42.72639998361765|Ставропольский край,город Кисловодск,улица Широкая, дом 22
5230/0732|2021-06-07 13:59:08|ПН выходной, ВТ-ПТ 08:30-18:00, СБ 08:00-15:30, ВС выходной|96.08|43.92684999570571|42.73295002185412|Ставропольский край,город Кисловодск,улица Калинина, дом 12
5230/0733|2021-06-07 13:59:08|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.55|43.90185000556608|42.71509003020594|Ставропольский край,город Кисловодск, проспект Первомайский, дом 8А
5230/0735|2020-11-03 09:55:59|ПН-ПТ 08:30-18:00, СБ-ВС 08:30-15:00|94.68|44.20958998809084|43.13975001831528|Ставропольский край,город Минеральные Воды, пр-т 22 Партсъезда , д. 9
5230/0741|2021-05-12 12:41:53|ПН-ПТ 08:30-18:00, СБ 08:30-15:00, ВС выходной|94.13|44.19348001209715|43.13157003518734|Ставропольский край,город Минеральные Воды, проспект 22 Партсъезда, влд 137/3
5230/0742|2020-11-03 09:55:58|ПН-ПТ 08:00-17:00, СБ 08:00-14:00, ВС выходной|95.17|44.03162001354229|42.87729997321838|Ставропольский край, станица Ессентукская,улица Эскадронная, дом 38
5230/0745|2021-03-30 18:30:18|ПН выходной, ВТ-СБ 09:00-16:45, ВС выходной|96.82|43.97744002005896|43.01456998242745|Ставропольский край, Предгорный район , с Юца,улицаимени С.В.Луценко, дом 115Б
5230/0751|2021-05-12 12:41:53|ПН выходной, ВТ-СБ 08:00-17:00, ВС выходной|95.83|44.04050001131395|42.86054999700772|Ставропольский край,город Ессентуки,улица Титова, дом 14
5230/0753|2020-11-03 09:55:59|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|96.23|43.93510000963468|42.72633996919092|Ставропольский край,город Кисловодск, проспект Победы, дом 147
5230/0755|2021-05-12 12:41:53|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.15|44.0302199842549|43.07091003426859|Ставропольский край,город Пятигорск,улица Бунимовича, дом 13
5230/0758|2020-11-03 09:55:59|ПН-ПТ 08:30-18:30, СБ 08:30-16:00, ВС выходной|96.15|44.05483998081405|43.0636300160846|Ставропольский край,город Пятигорск,улица Панагюриште, дом 4
5230/0761|2021-06-07 13:58:29|ПН-ПТ 08:30-17:30, СБ 09:00-16:00, ВС выходной|89.09|44.09693166962799|42.97878217288083|Ставропольский край,город Лермонтов, проспект Лермонтова, дом 12
5230/0764|2022-11-14 14:41:09|ПН-ЧТ 08:15-17:15, ПТ выходной, СБ 08:15-17:15, ВС выходной|96.83|44.20996000720652|43.12218004051698|Ставропольский край,город Минеральные Воды,улица Ставропольская, дом 27А
5230/0770|2021-10-27 09:25:48|ПН-ВТ 08:15-15:00, СР выходной, ЧТ-ПТ 08:15-15:00, СБ 08:15-16:00, ВС 08:00-15:15|75.89|44.05505446264043|42.95326555861629|Ставропольский край, Предгорный район , тер Автодорога Пятигорск-Георгиевск (с Этока), км 1-й, строение 20
8579/01|2021-02-24 17:08:38|ПН-ПТ 08:30-17:30, СБ-ВС выходной|98.9|46.31747407766021|44.2683170319214|г Элиста, мкр 3, дом 22
8579/013|2021-09-21 12:27:05|ПН-ПТ 08:30-17:00, СБ-ВС выходной|98.42|47.78206000932587|44.52043999196982|Республика Калмыкия, с Садовое,улица Ленина, дом 68
8579/014|2021-05-12 12:41:53|ПН-ПТ 08:30-17:00, СБ-ВС выходной|97.37|46.31904998157128|44.25668999750945|Республика Калмыкия, с Троицкое,улица С.М.Буденного, дом 1
8579/015|2021-08-17 12:37:12|ПН-ПТ 09:00-17:30, СБ-ВС выходной|98.42|45.33084474866266|46.04132723792939|Республика Калмыкия, п Комсомольский,улица Аллея Памяти, дом 38
8579/016|2021-08-17 12:37:11|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.42|47.56154999023374|46.71770997658265|Республика Калмыкия, п Цаган Аман,улица Аюки-хана, дом 15
8579/017|2021-05-12 12:41:53|ПН-ПТ 08:00-16:15, СБ-ВС выходной|98.42|46.33888001383229|42.27420996980473|Республика Калмыкия, с Яшалта,улица Петровского, дом 89
8579/018|2021-05-12 12:41:53|ПН-ПТ 08:45-17:45, СБ-ВС выходной|91.45|46.16563998915518|45.34352000120259|Республика Калмыкия, п Яшкуль,улица Н.К.Лиджиева, дом 7
8579/019|2021-02-24 17:08:38|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|46.30172001957041|44.31269997000354|г Элиста, мкр 9, дом 25
8579/020|2021-02-24 17:08:38|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|46.30619000471486|44.26883998525742|г Элиста,улица Номто Очирова, 7А
8579/021|2021-05-12 12:41:53|ПН-ПТ 08:30-18:30, СБ 08:30-16:30, ВС 09:00-14:30|100.0|46.30911998278887|44.26485003170782|г Элиста,улица М.Горького, дом 13Б
8579/024|2021-02-24 17:08:38|ПН-ПТ 08:30-17:30, СБ-ВС выходной|87.63|46.31086999844334|44.28092995857864|г Элиста,улица В.И.Ленина, дом 305
8579/05|2021-05-12 12:41:53|ПН выходной, ВТ-ПТ 08:30-17:45, СБ 08:30-16:45, ВС выходной|85.54|46.30437000016886|44.30087000331881|г Элиста,улицаимени Н.С.Хрущева, дом 21
8579/06|2021-05-12 12:41:53|ПН-ПТ 08:30-17:30, СБ-ВС выходной|93.67|46.08280624199453|41.9295841169805|Республика Калмыкия,город Городовиковск,улица Садовая, зд 10
8579/09|2021-02-24 17:08:49|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.0|45.38919045003674|47.36207505527952|Республика Калмыкия,город Лагань,улица Жигульского, дом 2Е
8585/01|2021-12-13 14:19:21|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|44.22611998125265|42.05515001996196|г Черкесск,улица Первомайская, дом 47
