Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота|Адрес
7003/0571|2022-11-14 14:41:10|ПН выходной, ВТ-ПТ 09:30-18:15, СБ 09:30-15:00, ВС выходной|96.77|56.43351999411058|61.89175997948823|Свердловская область,город Каменск-Уральский,улица Олега Кошевого, дом 7
7003/0574|2021-06-07 13:58:28|ПН-ПТ 09:30-18:30, СБ-ВС выходной|96.72|56.43090002072552|61.85393001970553|Свердловская область,город Каменск-Уральский,улица Лермонтова, дом 119
7003/0579|2021-06-07 13:59:21|ПН-ПТ 09:00-18:30, СБ 09:00-16:00, ВС 08:30-15:00|93.72|56.38820000755982|61.93015999250588|Свердловская область,город Каменск-Уральский,улица Каменская, влд 82А
7003/0582|2021-02-15 13:08:58|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.61|56.42634001394097|61.88820001757153|Свердловская область,город Каменск-Уральский, проспект Победы, дом 95
7003/0588|2021-08-17 12:37:25|ПН-ПТ 09:00-17:30, СБ 09:00-15:00, ВС выходной|96.72|56.38464000373364|61.97007000538059|Свердловская область,город Каменск-Уральский,улица Алюминиевая, дом 14
7003/0589|2021-02-15 13:08:58|ПН-ПТ 09:00-18:30, СБ-ВС выходной|96.61|56.42063001004078|61.9188900207723|Свердловская область,город Каменск-Уральский, проспект Победы, дом 19
7003/0591|2021-05-12 12:42:33|ПН-ПТ 09:00-18:00, СБ 08:30-14:30, ВС выходной|94.98|56.84512575389648|62.71447411661163|Свердловская область,город Камышлов,улица Гагарина, дом 11А
7003/0603|2021-02-15 13:08:55|ПН-ПТ 08:00-17:00, СБ-ВС выходной|100.0|56.94798997926898|63.24048003332712|Свердловская область, Пышминский район , пгт Пышма,улица Кирова, дом 19
7003/0606|2021-06-07 13:58:28|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.08|56.84343001192596|62.70545996851541|Свердловская область,город Камышлов,улица Энгельса, дом 185
7003/0607|2021-02-15 13:08:56|ПН-ПТ 08:30-17:30, СБ 09:00-15:30, ВС выходной|95.83|57.01456001820722|63.72554999018345|Свердловская область,город Талица,улица Рябиновая, дом 6
7003/0615|2021-02-15 13:08:55|ПН-ПТ 09:00-17:15, СБ-ВС выходной|98.54|57.39472999581821|63.76651000406895|Свердловская область, с Байкалово,улица Кузнецова, дом 36
7003/0616|2021-05-12 12:41:29|ПН-ПТ 08:00-17:00, СБ-ВС выходной|97.39|57.05809000742533|64.63892002806017|Свердловская область, пгт Тугулым,улица Школьная, дом 7
7003/06201|2020-09-03 16:13:45|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|56.83701001891728|60.62970997794983|г Екатеринбург,улица Малышева, дом 114
7003/0626|2021-02-24 17:08:58|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.65|57.01348000998306|61.456789999016|Свердловская область,город Асбест,улица Победы, дом 21
7003/0627|2021-02-24 17:08:35|ПН-ПТ 09:00-18:00, СБ-ВС выходной|97.6|57.11461999319243|61.39589999867411|Свердловская область, пгт Малышева,улица Пионерская, дом 17
7003/0628|2021-08-17 12:35:31|ПН-ПТ 09:00-18:00, СБ-ВС выходной|97.55|57.09298001466922|61.68427996415843|Свердловская область, пгт Рефтинский,улица Гагарина, дом 9
7003/0632|2021-06-07 13:59:21|ПН-ПТ 08:30-17:00, СБ 08:00-14:30, ВС выходной|97.74|56.75858000608096|61.41430003634389|Свердловская область, пгт Белоярский,улица Милицейская, дом 12
7003/0636|2021-02-24 17:08:53|ПН-ПТ 09:00-18:30, СБ 08:30-15:00, ВС выходной|95.83|56.81255225838295|61.32063093708186|Свердловская область,город Заречный,улица Бажова, дом 24
7003/0637|2021-02-24 17:08:58|ПН-ПТ 09:00-19:00, СБ 09:00-16:30, ВС 10:00-14:30|95.38|57.00327001372506|61.45881003768127|Свердловская область,город Асбест,улица Челюскинцев, дом 15/1
7003/0638|2021-02-24 17:08:42|ПН-ПТ 08:30-18:00, СБ 09:00-14:30, ВС выходной|99.23|56.90296998103287|62.03031996359599|Свердловская область, Сухоложский район ,город Сухой Лог,улица Горького, дом 8
7003/0650|2021-02-24 17:08:57|ПН-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|99.33|56.7692000031328|62.05283995813357|Свердловская область, Богдановичский район ,город Богданович,улица Партизанская, дом 19
7003/0659|2021-06-21 15:42:32|ПН-ПТ 08:30-17:30, СБ 09:00-14:00, ВС выходной|96.23|56.61192000220154|57.77138996765547|Свердловская область,город Красноуфимск,улица Озерная, дом 60
7003/0660|2021-08-17 12:35:31|ПН-ПТ 08:30-17:30, СБ-ВС выходной|92.77|56.62066733916635|57.77156664328541|Свердловская область,город Красноуфимск,улица Куйбышева, зд 13
7003/0668|2021-08-17 12:35:31|ПН-ПТ 08:30-17:30, СБ-ВС выходной|97.28|56.79931002054332|57.89444996877316|Свердловская область, пгт Ачит,улица Кривозубова, зд 23
7003/0670|2021-02-15 13:08:55|ПН-ПТ 08:00-17:00, СБ-ВС выходной|97.69|56.41482001003567|58.53278000770732|Свердловская область, пгт Арти,улица Рабочей Молодежи, дом 113
7003/0681|2020-09-25 10:59:45|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.3|56.90900998046109|59.942300040248|Свердловская область,город Первоуральск,улица Ватутина, дом 57
7003/0682|2021-05-12 12:42:33|ПН-ПТ 09:00-18:00, СБ 10:00-15:00, ВС выходной|96.23|56.90775001277578|59.96167003175321|Свердловская область,город Первоуральск,улица Вайнера, дом 15
7003/0691|2020-09-25 10:59:45|ПН-ПТ 08:30-19:00, СБ 08:30-16:00, ВС 09:30-14:30|95.48|56.91056000390583|59.93147003461209|Свердловская область,город Первоуральск, проспект Космонавтов, дом 17/18
7003/0694|2021-05-12 12:42:33|ПН-ПТ 09:00-17:15, СБ 09:00-14:15, ВС выходной|87.43|57.25409545930277|58.72286921705818|Свердловская область, пгт Шаля,улица Кирова, строение 35
7003/0698|2021-05-12 12:42:33|ПН-ПТ 08:30-17:00, СБ 09:00-13:30, ВС выходной|96.08|56.66468999193268|59.30681004156676|Свердловская область,город Нижние Серги,улица Ленина, дом 36
7003/0699|2021-08-17 12:35:31|ПН-ПТ 08:30-17:30, СБ-ВС выходной|99.29|56.44405001143181|59.1239699717257|Свердловская область, Нижнесергинский район ,город Михайловск,улица Кирова, дом 16
7003/0706|2021-08-31 16:47:45|ПН-ПТ 09:00-17:30, СБ 09:00-15:00, ВС выходной|91.8|56.79657001830478|59.91891000416078|Свердловская область,город Ревда,улица Мира, влд 38А
7003/0707|2021-06-21 15:41:12|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.0|56.70414000596114|60.08583996448937|Свердловская область,город Дегтярск,улица Калинина, дом 11
7003/0708|2021-02-24 17:08:45|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.23|56.8035500062646|59.92482997473553|Свердловская область,город Ревда,улица Карла Либкнехта, дом 33
7003/0712|2021-08-31 16:46:19|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|56.80368000000004|59.90917000000007|Свердловская область,город Ревда,улица Максима Горького, дом 21
7003/0714|2021-02-15 13:08:58|ПН-ПТ 09:00-17:30, СБ 09:00-14:30, ВС выходной|96.49|57.49062999034794|60.21012003543328|Свердловская область,город Невьянск,улица Красноармейская, дом 16
7003/0720|2021-09-21 12:27:12|ПН-ПТ 09:00-17:30, СБ 09:00-14:30, ВС выходной|96.0|57.48419998096497|60.2144200355813|Свердловская область,город Невьянск,улица Малышева, дом 12
7003/0723|2021-09-21 12:25:23|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.43|57.37551687823169|59.93799917481624|Свердловская область,город Верхний Тагил,улица Медведева, дом 21А
7003/0725|2021-08-31 16:46:19|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.43|57.4413299828029|60.05184003154366|Свердловская область,город Кировград, бульвар Центральный, дом 10
7003/0727|2021-02-15 13:08:57|ПН-ПТ 09:00-18:00, СБ 10:00-14:30, ВС выходной|96.36|57.91050001415914|59.96092001905708|Свердловская область,город Нижний Тагил,улица Ломоносова, дом 49
7003/0733|2021-08-31 16:47:45|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|96.08|57.94283002053518|60.00261001289013|Свердловская область,город Нижний Тагил,улица Попова, дом 14
7003/0735|2021-08-31 16:47:45|ПН-ПТ 09:00-17:30, СБ 10:00-15:00, ВС выходной|96.08|57.92306000270091|60.11861002078214|Свердловская область,город Нижний Тагил,улица Ильича, дом 33
7003/0736|2021-02-15 13:08:57|ПН-ПТ 09:30-18:30, СБ-ВС выходной|96.83|57.92115001842433|60.10476998989694|Свердловская область,город Нижний Тагил, проспект Вагоностроителей, дом 3
7003/0740|2021-08-31 16:47:45|ПН-ПТ 09:00-18:00, СБ 10:00-13:30, ВС выходной|96.92|57.91557999230716|60.13487996539794|Свердловская область,город Нижний Тагил, проспект Вагоностроителей, дом 70А
7003/0741|2021-08-17 12:37:25|ПН-ПТ 09:00-18:30, СБ 09:30-14:30, ВС выходной|96.43|57.92578001410038|59.97008998876908|Свердловская область,город Нижний Тагил,улица Пархоменко, дом 128
7003/0743|2022-01-17 03:31:36|ПН-ПТ 09:00-19:00, СБ 09:30-14:00, ВС выходной|96.49|57.87820998946123|59.95622003448952|Свердловская область,город Нижний Тагил, проспект Уральский, дом 46
7003/0744|2021-05-12 12:42:33|ПН 09:00-18:00, ВТ-ПТ 09:30-18:00, СБ 09:30-13:30, ВС выходной|96.23|57.870349985487|59.95078998615537|Свердловская область,город Нижний Тагил,улица Захарова, дом 1А
7003/0751|2021-02-15 13:08:57|ПН-ПТ 08:30-18:30, СБ 09:30-17:30, ВС 09:30-16:30|88.75|57.90876001487894|59.97402998617574|Свердловская область,город Нижний Тагил, проспект Ленина, 40/Вязовская,1, 40/1
7003/0752|2021-08-31 16:46:19|ПН-ПТ 09:00-20:00, СБ 10:00-16:00, ВС выходной|96.92|57.90810999828767|59.98739995993088|Свердловская область,город Нижний Тагил,улица Октябрьской Революции, дом 15
7003/0755|2021-02-15 13:08:57|ПН-ПТ 09:00-18:30, СБ 09:30-15:00, ВС выходной|96.08|57.9235899904387|59.94021001269118|Свердловская область,город Нижний Тагил,улица Фрунзе, дом 58
7003/0757|2021-08-31 16:47:45|ПН-ПТ 09:00-19:00, СБ 10:00-15:30, ВС выходной|96.3|57.91012999504346|59.98049000277206|Свердловская область,город Нижний Тагил, проспект Ленина, дом 50
7003/0759|2021-06-21 15:42:32|ПН-ПТ 09:00-19:30, СБ 10:00-17:00, ВС 11:00-15:30|100.0|56.8884899918402|60.61289001284769|г Екатеринбург, проспект Космонавтов, дом 23А
7003/0760|2021-02-24 17:08:52|ПН-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|96.08|57.67490001287075|63.06297001571534|Свердловская область,город Ирбит,улица Елизарьевых, дом 28Б
