Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Адрес ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота
8589/067|2021-06-21 15:42:22|Республика Мордовия,город Рузаевка,улица Ленина, дом 45|ПН-ПТ 08:30-18:00, СБ 08:30-15:00, ВС выходной|95.74|54.05835999830549|44.94352996579536
8610/0150|2021-06-21 15:42:21|Республика Татарстан,город Набережные Челны, проспект Сююмбике, дом 16|ПН-ПТ 08:30-18:00, СБ 08:30-14:30, ВС выходной|96.67|55.73664998902782|52.39351001213933
8610/0186|2021-06-21 15:42:21|Республика Татарстан,город Набережные Челны, проспект Раиса Беляева, дом 12|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.88|55.73393001953789|52.40499003436648
8610/0186|2021-06-21 15:42:21|Республика Татарстан,город Набережные Челны, проспект Раиса Беляева, дом 12|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.88|55.73393001953789|52.40499003436648
8610/0190|2021-06-21 15:42:21|Республика Татарстан,город Набережные Челны, проспект Мира, дом 71/23|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.17|55.74877001147195|52.41556003336589
8610/0197|2020-09-28 03:14:24|Республика Татарстан,город Набережные Челны,улица Татарстан, дом 18А|ПН-ПТ 08:30-18:30, СБ 08:30-15:30, ВС 08:30-13:30|96.61|55.76576000348001|52.43228000236314
8610/0206|2021-06-21 15:42:21|Республика Татарстан,город Набережные Челны,улица Шамиля Усманова, дом 23А|ПН-ПТ 08:30-18:00, СБ 09:00-14:30, ВС выходной|96.88|55.73861998773117|52.38655001501857
8610/0207|2021-05-12 12:42:09|Республика Татарстан,город Набережные Челны, проспект Сююмбике, дом 67А|ПН-ПТ 08:30-18:00, СБ 08:30-15:00, ВС выходной|96.72|55.7546000023161|52.41114997882914
8610/0208|2021-06-21 15:42:21|Республика Татарстан,город Набережные Челны, проспект Хасана Туфана, дом 45А|ПН-ПТ 08:30-19:00, СБ 08:30-16:00, ВС выходной|96.92|55.74414999026067|52.38750001992449
8610/0220|2020-11-17 10:21:45|Республика Татарстан,город Набережные Челны, проспект имени Мусы Джалиля, дом 25|ПН-ПТ 08:00-18:00, СБ 09:00-13:00, ВС выходной|88.2|55.68246999554452|52.29464001594792
8610/0333|2021-02-24 17:08:36|Республика Татарстан, Сармановский район , пгт Джалиль,улица 30 лет Победы, дом 11А|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|55.0246299873221|52.73187998343812
8610/0437|2021-02-24 17:08:36|Республика Татарстан, Азнакаевский район , пгт Актюбинский,улица Губкина, дом 18|ПН-ПТ 08:00-17:00, СБ-ВС выходной|88.05|54.81516000000005|52.79299000000003
8610/0540|2021-06-21 15:42:20|Республика Татарстан, Зеленодольский район , пгт Васильево,улица Школьная, дом 25|ПН-ПТ 08:00-17:00, СБ-ВС выходной|100.0|55.82991001933343|48.68742000716153
8611/0202|2021-05-12 12:42:08|Владимирская область, Петушинский район ,город Покров,улица Советская, дом 46|ПН-ПТ 08:00-17:30, СБ 08:30-13:00, ВС выходной|99.23|55.9192899828401|39.17680002710634
8611/0204|2022-11-14 11:58:45|Владимирская область, Петушинский район ,город Костерево,улицаимени Серебренникова, дом 35|ПН выходной, ВТ-СБ 08:30-17:30, ВС выходной|96.96|55.93228997938908|39.62578999792495
8611/0231|2021-02-24 17:08:51|Владимирская область,город Ковров, проспект Ленина, дом 49|ПН-ПТ 08:30-18:30, СБ 08:30-14:30, ВС выходной|95.92|56.3535799814172|41.31151997545339
8611/0233|2021-06-21 15:42:20|Владимирская область,город Ковров,улица Абельмана, дом 31|ПН 08:30-18:00, ВТ-ПТ 09:00-18:00, СБ-ВС выходной|95.92|56.37648998590953|41.30836997242102
8611/0234|2021-06-21 15:42:20|Владимирская область,город Ковров,улица Грибоедова, дом 28|ПН-ПТ 08:30-17:30, СБ 09:00-12:30, ВС выходной|96.0|56.35242998430152|41.33022997590257
8611/0239|2021-02-24 17:08:51|Владимирская область,город Ковров,улица Строителей, дом 16|ПН 08:30-18:00, ВТ-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|96.0|56.33765000679421|41.30157996029666
8611/0302|2021-02-24 17:08:48|Владимирская область,город Муром,улица Карла Маркса, дом 22А|ПН-ПТ 08:30-19:00, СБ 08:30-15:00, ВС 09:00-13:30|96.08|55.57411998304264|42.05045003539439
8611/0306|2021-02-24 17:08:48|Владимирская область,город Муром,улица Московская, дом 47|ПН 08:30-18:00, ВТ-ПТ 09:00-18:00, СБ 08:30-12:30, ВС выходной|95.92|55.57636997922154|42.03877002095746
8612/0219|2021-05-12 12:42:08|Кировская область, Юрьянский район , пгт Мурыгино,улица Набережная, дом 3|ПН-ПТ 08:00-17:00, СБ-ВС выходной|100.0|58.73416000918212|49.4620200104369
8612/0220|2021-03-30 18:30:18|Кировская область, пгт Первомайский,улица Волкова, дом 17|ПН-ПТ 09:15-18:00, СБ-ВС выходной|93.75|59.06672999685011|49.28913001403637
8612/0501|2021-02-24 17:08:51|Кировская область,город Кирово-Чепецк,улица Луначарского, дом 9|ПН-ПТ 09:00-17:30, СБ 10:00-13:30, ВС выходной|96.3|58.54673998362699|50.05611002913494
8612/0502|2021-06-07 13:59:11|Кировская область,город Кирово-Чепецк,улица 60 лет Октября, дом 17А|ПН-ПТ 09:00-17:15, СБ 10:00-13:45, ВС выходной|96.43|58.53304998880859|50.0332799879989
8614/0104|2021-05-05 09:52:03|Республика Марий Эл,город Волжск,улица Кузьмина, дом 22|ПН-ПТ 08:30-18:00, СБ-ВС выходной|95.65|55.86709000443437|48.34992996805809
8614/0106|2021-06-21 15:42:19|Республика Марий Эл,город Волжск,улица Шестакова, дом 13|ПН-ПТ 08:30-17:00, СБ 08:30-13:30, ВС выходной|95.74|55.87116997962406|48.33741997756874
8614/0201|2021-05-12 12:42:07|Республика Марий Эл,город Козьмодемьянск,улица Учебная, дом 4А|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.13|56.32670944596784|46.53810588001902
9042/0212|2021-06-21 15:42:18|Нижегородская область,город Дзержинск, проспект Циолковского, дом 71|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|96.61|56.22601001347695|43.40571995983166
9042/0227|2021-06-07 13:59:10|Нижегородская область,город Дзержинск, проспект Ленина, дом 28|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|96.23|56.24424999870558|43.43725997183344
9042/0229|2020-09-25 10:59:46|Нижегородская область,город Дзержинск,улица Строителей, дом 16|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.3|56.2314999924188|43.39424002142354
9042/0237|2021-06-07 13:59:10|Нижегородская область,город Дзержинск,улица Гайдара, дом 59Д|ПН-ПТ 09:00-18:30, СБ 09:00-14:00, ВС выходной|96.15|56.23394998080747|43.43712996851519
9042/0320|2021-02-24 17:08:59|Нижегородская область,город Арзамас,улица Мучной ряд, дом 1|ПН-ПТ 08:30-17:30, СБ 08:30-13:00, ВС выходной|96.0|55.38522998121812|43.81690000361618
9042/0325|2021-02-24 17:08:59|Нижегородская область,город Арзамас,улица Мира, дом 7|ПН-ПТ 08:30-18:30, СБ 08:30-14:30, ВС выходной|95.56|55.40644998448269|43.84180003956044
9042/0332|2021-06-21 15:42:18|Нижегородская область,город Арзамас, проспект Ленина, дом 125|ПН-ПТ 08:30-17:30, СБ 08:30-14:00, ВС выходной|96.15|55.40179999796757|43.83354998372195
9042/0335|2021-02-24 17:08:59|Нижегородская область,город Арзамас,улица Зелёная, дом 40/1|ПН-ПТ 08:30-17:30, СБ 09:00-12:30, ВС выходной|95.2|55.41768001644763|43.81185996523681
9042/0375|2021-02-24 17:08:59|Нижегородская область,город Арзамас, проспект Ленина, дом 166|ПН-ПТ 08:30-17:30, СБ 09:00-14:30, ВС выходной|96.15|55.39733001282315|43.83101999006746
9042/0410|2021-05-12 12:42:04|Нижегородская область,город Саров,улица Зернова, дом 34|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|95.74|54.93864000073572|43.31135003981709
9042/0412|2021-02-24 17:08:44|Нижегородская область,город Саров,улица Духова, дом 1|ПН-ПТ 09:00-19:00, СБ-ВС выходной|95.56|54.92518997980522|43.34736003696329
9042/0414|2021-02-24 17:08:44|Нижегородская область,город Саров,улица Шверника, дом 22|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|54.91607998261046|43.34344996295098
9042/0435|2021-02-24 17:08:44|Нижегородская область,город Саров,улица Курчатова, дом 3|ПН-ПТ 09:00-18:30, СБ 09:00-13:30, ВС выходной|95.83|54.94371000441896|43.32803002713621
9042/0510|2020-09-25 10:59:46|Нижегородская область,город Бор,улица Ленина, дом 157|ПН-ПТ 08:00-17:30, СБ 08:00-13:30, ВС выходной|95.56|56.35767998935546|44.05849998074513
9042/0531|2021-05-05 09:52:02|Нижегородская область,город Бор,улица Интернациональная, дом 30|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.36|56.36212998366082|44.06214996430191
9042/0535|2021-05-05 09:52:02|Нижегородская область,город Бор,улица Коммунистическая, дом 13А|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.36|56.33606000167134|44.11771997069835
9042/0536|2021-06-21 15:42:18|Нижегородская область,город Семенов,улица Тельмана, дом 4|ПН-ПТ 08:00-17:00, СБ 08:00-13:00, ВС выходной|95.92|56.79004001281692|44.48656000405856
9042/0559|2021-05-12 12:42:04|Нижегородская область,город Шахунья,улица Советская, дом 21|ПН-ПТ 08:00-17:00, СБ 08:30-12:00, ВС выходной|96.08|57.67741999015092|46.60438999841193
9042/0821|2021-06-21 15:42:17|Нижегородская область,город Кулебаки,улица Бутова, дом 66/1|ПН-ПТ 08:30-17:30, СБ 08:30-15:00, ВС выходной|95.2|55.42139001443115|42.52224004013567
9042/0922|2021-02-24 17:08:53|Нижегородская область, Городецкий район ,город Заволжье,улица Пономарева, дом 5А|ПН-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|99.26|56.63079001318235|43.41075002374629
8047/0362|2021-02-24 17:08:34|Новосибирская область,рабочий поселок Кольцово, дом 20|ПН-ПТ 09:00-18:30, СБ 10:00-14:00, ВС выходной|94.04|54.94146000824006|83.18978996164623
8047/0388|2021-02-24 17:08:57|Новосибирская область,город Бердск,улица Островского, дом 55|ПН-ПТ 09:00-18:30, СБ 09:00-16:00, ВС выходной|96.15|54.75907997915479|83.09602001826096
8047/0389|2021-08-17 12:37:15|Новосибирская область,город Бердск,улица Кутузова, дом 2|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|54.76535999438045|83.08657998362861
8047/0390|2021-02-24 17:08:58|Новосибирская область,город Бердск,улица Вокзальная, дом 52|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|96.08|54.76132000086889|83.11400003876258
8047/0411|2021-02-24 17:08:52|Новосибирская область,город Искитим,улица Советская, дом 201|ПН-ПТ 08:30-18:00, СБ 09:00-15:00, ВС выходной|96.15|54.64351997926994|83.30843001758143
8047/0438|2021-12-13 14:19:26|Новосибирская область, Татарский район ,город Татарск,улица Закриевского, дом 9|ПН-ПТ 09:00-17:15, СБ 09:00-13:45, ВС выходной|94.76|55.2233300009851|75.98715996182858
8047/0485|2021-12-13 14:19:26|Новосибирская область, Тогучинский район ,рабочий поселок Горный,улица Молодежная, дом 5|ПН-ПТ 08:00-17:00, СБ-ВС выходной|99.07|55.11774999793514|83.87726997205863
8047/0569|2021-06-21 15:42:17|Новосибирская область, Барабинский район ,город Барабинск,улица Кирова, дом 14|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.78|55.34867000549505|78.36979003547214
8602/069|2021-10-27 09:13:31|Республика Хакасия,город Абаза,улица Лазо, дом 3|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.0|52.64971998177921|90.08745003030049
8602/083|2021-05-05 09:51:59|Республика Хакасия,город Черногорск,улица Советская, дом 37|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.08|53.82436999297903|91.29663997855812
8602/091|2021-05-12 12:42:02|Республика Хакасия,город Сорск,улица Гагарина, дом 4|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.45|53.99953999277182|90.25164003030005
8602/093|2021-02-24 17:08:44|Республика Хакасия,город Саяногорск,улица Ленина, дом 61|ПН-ПТ 09:00-18:30, СБ 10:00-15:30, ВС выходной|95.83|52.99811001541005|91.48413996746956
8615/0182|2021-09-21 12:27:09|Кемеровская область - Кузбасс,город Березовский,улица 40 лет Победы, дом 4|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|96.72|55.67068998500272|86.26888997213399
8615/0186|2021-09-21 12:27:09|Кемеровская область - Кузбасс,город Березовский,улица Кирова, дом 9|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.43|55.619980015615|86.26109999896079
8615/0206|2021-02-24 17:08:37|Кемеровская область - Кузбасс,город Юрга,улица Московская, дом 42|ПН-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|96.3|55.71494999607791|84.92326996518449
8615/0227|2022-11-14 14:41:11|Кемеровская область - Кузбасс, Таштагольский район , пгт Шерегеш,улица Дзержинского, дом 22|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.9|52.92986678519709|87.98396607793839
8615/0239|2021-05-05 09:51:58|Кемеровская область - Кузбасс, Чебулинский район , пгт Верх-Чебула,улица Советская, дом 134|ПН-ПТ 08:30-17:30, СБ-ВС выходной|99.59|56.02617999353734|87.61535998788446
8615/0251|2021-05-12 12:42:02|Кемеровская область - Кузбасс, Тисульский район , пгт Тисуль,улица Ленина, дом 33|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|55.76733999222859|88.309449967141
8615/0261|2021-06-21 15:42:17|Кемеровская область - Кузбасс,город Ленинск-Кузнецкий, проспект Ленина, дом 78А|ПН-ПТ 08:30-18:00, СБ 09:00-14:30, ВС выходной|96.97|54.6938900205744|86.20496002314843
8615/0265|2021-02-24 17:08:45|Кемеровская область - Кузбасс,город Полысаево,улица Космонавтов, дом 73|ПН-ПТ 08:30-17:30, СБ 09:00-14:00, ВС выходной|96.67|54.6076300109772|86.27675999248248
8615/0268|2021-02-24 17:08:49|Кемеровская область - Кузбасс,город Ленинск-Кузнецкий,улица Суворова, дом 6|ПН-ПТ 08:30-17:30, СБ 09:30-14:30, ВС выходной|96.83|54.66320001737364|86.16320004042387
8615/0291|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Ленинск-Кузнецкий,улица Юргинская, дом 4/2|ПН выходной, ВТ-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.31|54.70693418843278|86.20469567120104
8615/0292|2021-02-24 17:08:49|Кемеровская область - Кузбасс,город Ленинск-Кузнецкий, проспект Кирова, дом 114|ПН-ПТ 08:30-17:30, СБ 09:00-13:00, ВС выходной|96.97|54.6818600197704|86.18032996830544
8615/0296|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Междуреченск, проспект 50 лет Комсомола, дом 42|ПН-ПТ 09:00-18:00, СБ-ВС выходной|97.1|53.68361998520959|88.09114002999439
8615/0297|2021-02-24 17:08:48|Кемеровская область - Кузбасс,город Междуреченск, проспект Строителей, дом 45|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|96.92|53.6838900082204|88.07789997573843
8615/0301|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Междуреченск, проспект Строителей, дом 22|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.92|53.68591000497617|88.07118003632462
8615/0302|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Мыски,улица Первомайская, дом 30|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.49|53.70888999836001|87.79674001401139
8615/0305|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Мыски,улица Советская, дом 42|ПН-ПТ 08:00-17:00, СБ-ВС выходной|96.3|53.71487999973581|87.80065000420467
8615/0307|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Белово,улица Ленина, дом 49|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.15|54.4093599889471|86.3092200021768
8615/0309|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Белово,улица Октябрьская, дом 51|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.49|54.41276999861597|86.299000031454
8615/0311|2021-09-21 12:27:08|Кемеровская область - Кузбасс,город Белово, пгт Инской,улица Пугачева, дом 4|ПН-ПТ 09:00-18:00, СБ-ВС выходной|99.19|54.43187998348469|86.43855000214586
8615/0316|2021-12-13 14:19:26|Кемеровская область - Кузбасс, пгт Краснобродский,улица Комсомольская, дом 20|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.15|54.16239001982026|86.44574997315453
8615/0317|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Белово, пгт Новый Городок,улица Ермака, дом 3|ПН-ПТ 09:00-18:00, СБ-ВС выходной|99.24|54.30653000450997|86.2980299937995
8615/0337|2021-05-12 12:42:02|Кемеровская область - Кузбасс,город Прокопьевск, проспект Гагарина, дом 28|ПН-ПТ 09:00-18:00, СБ 08:30-16:30, ВС выходной|96.77|53.87242998176833|86.64245999727513
8615/0340|2021-06-21 15:42:17|Кемеровская область - Кузбасс,город Прокопьевск,улица Кучина, зд 1А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|94.05|53.91077999673354|86.78967002164092
8615/0347|2021-06-21 15:42:17|Кемеровская область - Кузбасс,город Прокопьевск, проспект Строителей, дом 15А|ПН-ПТ 08:30-19:00, СБ 09:00-15:00, ВС 10:00-14:00|96.92|53.87964001106081|86.61724002408664
8615/0348|2021-09-21 12:27:08|Кемеровская область - Кузбасс,город Прокопьевск,улица Есенина, дом 102|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.61|53.87657998775904|86.61057004081579
8615/0349|2021-02-24 17:08:45|Кемеровская область - Кузбасс,город Прокопьевск, проспект Гагарина, дом 3|ПН-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|96.72|53.87176999071229|86.6560899776668
8615/0355|2021-02-24 17:08:45|Кемеровская область - Кузбасс,город Прокопьевск,улица Селиванова, дом 2|ПН-ПТ 08:30-18:00, СБ 08:30-14:00, ВС выходной|96.67|53.8820000197189|86.75074999535025
8615/0357|2021-05-05 09:51:58|Кемеровская область - Кузбасс,город Киселевск,улица 1-ое Мая, дом 23|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.36|53.97757001872063|86.7123700150812
8615/0360|2021-05-05 09:51:57|Кемеровская область - Кузбасс,город Киселевск,улица Томская, дом 20/5|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.79|53.97083000464869|86.72313003182558
8615/0367|2021-02-24 17:08:51|Кемеровская область - Кузбасс,город Киселевск,улица Студенческая, дом 10|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.72|54.00565999746587|86.70659002228945
8615/0370|2021-06-07 13:59:09|Кемеровская область - Кузбасс,город Анжеро-Судженск,улица С.Перовской, дом 3|ПН-ПТ 08:30-18:00, СБ 08:30-14:00, ВС выходной|83.07|56.08365000000003|86.01852000000008
8615/0370|2021-06-07 13:59:09|Кемеровская область - Кузбасс,город Анжеро-Судженск,улица С.Перовской, дом 3|ПН-ПТ 08:30-18:00, СБ 08:30-14:00, ВС выходной|83.07|56.08365000000003|86.01852000000008
8615/0372|2021-02-24 17:08:59|Кемеровская область - Кузбасс,город Анжеро-Судженск,улица Ленина, дом 6|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.61|56.08375998031522|86.01756003034188
8615/0380|2021-05-12 12:42:02|Кемеровская область - Кузбасс, Яйский район , пгт Яя,улица Советская, дом 3|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|56.2026799918165|86.4504500415411
8615/0396|2021-09-21 12:27:08|Кемеровская область - Кузбасс,город Анжеро-Судженск,улица М.Горького, дом 36|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.83|56.09456999511204|86.01917002630381
8615/0398|2021-05-05 09:51:57|Кемеровская область - Кузбасс,город Новокузнецк, район Куйбышевский,улица Веры Соломиной, дом 3|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.57|53.74750001996173|87.05578999922415
8615/0399|2021-05-12 12:42:02|Кемеровская область - Кузбасс,город Новокузнецк, район Центральный, проспект Бардина, дом 4|ПН-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|98.42|53.74814999464348|87.1203999720143
8615/0404|2021-12-13 14:19:26|Кемеровская область - Кузбасс,город Новокузнецк, район Центральный,улица Орджоникидзе, дом 35|ПН-ПТ 09:00-18:00, СБ 10:00-14:00, ВС выходной|98.45|53.76400998037496|87.12498998601222
8615/0409|2021-05-12 12:42:02|Кемеровская область - Кузбасс,город Новокузнецк, район Центральный, проспект Курако, дом 20|ПН-ПТ 08:30-18:30, СБ 09:00-16:00, ВС выходной|98.42|53.75520998786911|87.10836003865506
8615/0413|2021-10-27 09:13:31|Кемеровская область - Кузбасс,город Новокузнецк, район Орджоникидзевский,улица Зыряновская, дом 78|ПН-ПТ 09:00-18:00, СБ 09:00-15:30, ВС выходной|98.93|53.79513001711811|87.35209002501892
8615/0415|2021-06-07 13:59:09|Кемеровская область - Кузбасс,город Новокузнецк, район Заводской,улица Тореза, дом 20|ПН-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|83.98|53.78142000000008|87.15300000000008
8615/0418|2021-05-05 09:51:57|Кемеровская область - Кузбасс,город Новокузнецк, район Центральный, проспект Н.С.Ермакова, дом 11|ПН-ВС 09:00-21:00|98.45|53.76785999805102|87.13210999366459
8615/0420|2020-09-28 03:14:24|Кемеровская область - Кузбасс,город Новокузнецк, район Заводской,улица Тореза, дом 105|ПН-ПТ 09:00-19:00, СБ 09:00-15:00, ВС выходной|83.61|53.78142000000008|87.15300000000008
8615/0421|2020-09-28 03:14:24|Кемеровская область - Кузбасс,город Новокузнецк, район Центральный,улица Кирова, дом 103|ПН-ПТ 08:30-18:30, СБ-ВС выходной|98.4|53.75778000511124|87.1644099928273
8615/0423|2020-09-28 03:14:24|Кемеровская область - Кузбасс,город Новокузнецк, район Орджоникидзевский, проспект Шахтеров, дом 18|ПН-ПТ 08:30-19:00, СБ 09:00-16:00, ВС выходной|98.93|53.7796499830576|87.2864400256828
8615/0439|2021-10-27 09:13:30|Кемеровская область - Кузбасс,город Калтан,улица Горького, дом 32|ПН-ПТ 08:30-18:00, СБ 09:00-14:30, ВС выходной|96.3|53.51261000778183|87.27951003577539
8615/0446|2021-05-05 09:51:57|Кемеровская область - Кузбасс,город Осинники,улица Победы, дом 19|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.3|53.59946001954353|87.3375100397214
8615/0458|2021-02-24 17:08:48|Кемеровская область - Кузбасс,город Междуреченск, проспект Шахтеров, дом 9А|ПН-ПТ 09:00-18:30, СБ 09:00-16:30, ВС выходной|96.83|53.69415000253085|88.05225001091708
8615/0466|2021-10-27 09:13:30|Кемеровская область - Кузбасс,город Киселевск,улица Промышленная, дом 3|ПН-ПТ 08:30-18:00, СБ 08:30-14:00, ВС выходной|96.67|54.00334998686023|86.63188002381094
8616/0168|2021-02-24 17:08:44|Томская область,город Северск,улица Калинина, дом 46|ПН-ПТ 09:30-18:30, СБ-ВС выходной|95.45|56.59831998711374|84.90221998882583
8616/0172|2021-02-24 17:08:44|Томская область,город Северск,улица Победы, дом 27А|ПН-ПТ 09:00-18:30, СБ 10:00-14:00, ВС выходной|95.35|56.57770000238796|84.92693998148985
8616/0221|2021-02-24 17:08:42|Томская область,город Стрежевой, мкр 3-й, дом 322|ПН-ПТ 09:00-18:30, СБ 10:00-14:30, ВС выходной|94.87|60.7340803580794|77.61842013103565
8644/0228|2021-02-24 17:08:44|Алтайский край,город Рубцовск, проспект Ленина, дом 171|ПН-ПТ 08:45-17:45, СБ 09:00-13:00, ВС выходной|95.65|51.50069998647118|81.20820000823971
8644/0234|2021-05-05 09:51:55|Алтайский край,город Рубцовск,улица Комсомольская, дом 68|ПН-ПТ 08:45-17:45, СБ-ВС выходной|95.92|51.54072001182507|81.22231002022619
8644/0262|2021-02-24 17:09:00|Алтайский край,город Алейск,улица Советская, дом 102|ПН-ПТ 08:30-17:00, СБ 08:30-12:00, ВС выходной|95.45|52.49405001871943|82.77717996517998
8644/0334|2021-10-27 09:13:30|Алтайский край,город Бийск,улица Владимира Ленина, дом 244|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|86.53|52.53989119860057|85.21386372933961
8644/0350|2021-05-05 09:51:54|Алтайский край,город Бийск,улица Социалистическая, влд 34/1|ПН-ПТ 09:00-18:00, СБ-ВС выходной|92.66|52.49517000862173|85.14141997561859
8644/0379|2021-05-05 09:51:54|Алтайский край,город Бийск, пер Николая Липового, дом 72|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.65|52.51434998238196|85.14913995990025
8644/0384|2021-05-05 09:51:54|Алтайский край,город Бийск,улица Советская, дом 219|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.35|52.51273112779863|85.1700798979813
8644/0385|2021-05-05 09:51:54|Алтайский край,город Бийск,улица имени Героя Советского Союза Васильева, дом 31|ПН-ПТ 09:00-18:00, СБ-ВС выходной|78.03|52.51079999493007|85.15729999409865
8644/0386|2021-05-05 09:51:54|Алтайский край,город Бийск,улица Ленинградская, дом 107|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.74|52.51368999132592|85.13658998773275
8644/0487|2021-02-24 17:08:43|Алтайский край,город Славгород,улица Володарского, дом 121|ПН-ПТ 08:30-18:00, СБ 08:30-13:30, ВС выходной|96.0|52.99507999932163|78.64487999055763
8644/0735|2021-02-24 17:08:47|Алтайский край,город Новоалтайск,улица Космонавтов, дом 16А|ПН-ПТ 08:30-17:30, СБ 09:00-13:30, ВС выходной|96.08|53.41912999442738|83.93614001755424
8644/0736|2021-05-12 12:42:00|Алтайский край,город Новоалтайск,улица 8 микрорайон, дом 1/2|ПН-ПТ 08:30-17:30, СБ 09:00-14:30, ВС выходной|91.2|53.41055928941461|83.9324580581617
8644/0767|2021-05-12 12:41:59|Алтайский край,город Новоалтайск,улица 22 Партсъезда, дом 10|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.08|53.39288998553198|83.93759997744934
8644/0788|2021-02-24 17:08:57|Алтайский край,город Бийск,улица Владимира Ленина, дом 153|ПН-ПТ 09:00-18:30, СБ 09:00-15:30, ВС выходной|93.81|53.35933000000006|83.76420000000007
8644/0795|2021-02-24 17:08:44|Алтайский край,город Рубцовск, проспект Ленина, дом 47|ПН-ПТ 08:45-18:00, СБ 08:45-14:00, ВС выходной|95.56|51.51755000069625|81.21323996280006
8646/014|2021-05-05 09:51:54|Красноярский край,город Железногорск,улица Свердлова, дом 23|ПН-ПТ 09:30-18:30, СБ-ВС выходной|96.15|56.25040998507777|93.53558000807442
8646/015|2021-05-05 09:51:54|Красноярский край,город Железногорск, проспект Курчатова, дом 48|ПН-ПТ 09:30-18:30, СБ-ВС выходной|100.0|56.24002000000007|93.54259000000008
8646/018|2021-05-12 12:41:59|Красноярский край,город Сосновоборск,улица Ленинского Комсомола, дом 29|ПН-ПТ 09:00-18:00, СБ 10:00-15:00, ВС выходной|96.77|56.11790001677252|93.33390001828496
8646/0203|2021-02-24 17:08:58|Красноярский край,город Ачинск,улица Декабристов, дом 22|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|56.2452800088773|90.47388996485336
8646/0208|2021-06-07 13:59:09|Красноярский край,город Ачинск, мкр 3-й, дом 39|ПН-ПТ 09:00-18:30, СБ 09:30-15:30, ВС выходной|94.59|56.25818000932139|90.487899980735
