Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Адрес ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота
8597/0450|2021-10-27 09:13:34|Челябинская область,город Троицк,улицаименибратьев Малышевых, дом 34|ПН-ПТ 08:30-17:00, СБ 09:00-13:00, ВС выходной|79.54|54.08727002054792|61.56055997198473
8597/0455|2020-09-25 10:59:45|Челябинская область,город Южноуральск,улица Мира, дом 59|ПН-ПТ 08:30-18:00, СБ 09:00-13:00, ВС выходной|95.83|54.44285000881314|61.28143999785252
8597/0473|2021-05-12 12:42:32|Челябинская область, Коркинский район ,рабочий поселок Первомайский,улица Школьная, дом 11|ПН-ПТ 08:30-17:30, СБ-ВС выходной|99.09|54.86706001445049|61.17387997972494
8597/0489|2021-09-21 12:27:12|Челябинская область, Еманжелинский район ,рабочий поселок Красногорский,улица Ленина, дом 17|ПН-ПТ 09:00-17:15, СБ-ВС выходной|98.01|54.60544658816866|61.22950923012822
8597/0493|2021-06-21 15:42:31|Челябинская область,город Златоуст, проспект имени Ю.А.Гагарина 3-й мкр, дом 43|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|80.64|55.14632998274001|59.66694999470698
8597/0495|2021-05-12 12:41:28|Челябинская область,город Златоуст,улицаимени Карла Маркса, дом 26|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.99|55.17985998428421|59.65492003581249
8597/0499|2021-10-27 09:13:33|Челябинская область,город Златоуст, проспект имени Ю.А.Гагарина 1-я линия, дом 12А|ПН-ПТ 08:30-17:30, СБ 09:00-15:00, ВС выходной|79.65|55.1468699868521|59.66780000350801
8597/0500|2022-11-14 14:41:09|Челябинская область,город Златоуст,улица Строителей, дом 13|ПН-ПТ 09:00-17:45, СБ-ВС выходной|96.08|55.18430000412479|59.63796998357304
8597/0502|2021-09-21 12:25:22|Челябинская область,город Златоуст,улица 40-летия Победы, дом 26|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.3|55.12533000443378|59.71946999417594
8597/0506|2021-12-13 14:19:29|Челябинская область,город Златоуст,улицаимениП.П.Аносова, дом 178|ПН-ПТ 08:30-17:30, СБ 09:30-12:30, ВС выходной|86.57|55.19892998747477|59.71576997065719
8597/0506|2021-12-13 14:19:29|Челябинская область,город Златоуст,улицаимениП.П.Аносова, дом 178|ПН-ПТ 08:30-17:30, СБ 09:30-12:30, ВС выходной|86.57|55.19892998747477|59.71576997065719
8597/0510|2021-09-21 12:27:12|Челябинская область, Саткинский район ,город Бакал,улица Октябрьская, дом 18А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.13|54.94213461376081|58.81453564516895
8597/0515|2021-02-15 13:08:59|Челябинская область,город Златоуст, проспект Мира, дом 22А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.92|55.11287998646165|59.70899001681664
8597/0521|2020-09-25 10:59:46|Челябинская область,город Миасс,улица Романенко, дом 50А|ПН-ПТ 09:00-18:30, СБ 09:00-15:00, ВС выходной|95.83|55.04761999708023|60.11035996494365
8597/0523|2020-09-25 10:59:46|Челябинская область,город Миасс, проспект Автозаводцев, дом 23|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.23|55.05836999745031|60.10814999235242
8597/0527|2021-06-07 13:58:27|Челябинская область,город Миасс, проспект Октября, дом 42|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|55.13792000018896|60.15025002888882
8597/0528|2021-09-21 12:25:22|Челябинская область,город Миасс,улица 8 Марта, дом 120|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.56|55.03762998387108|60.11687999596674
8597/0530|2021-06-21 15:41:11|Челябинская область,город Миасс,улица Пролетарская, дом 15|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.0|54.98836999991366|60.1022799779206
8597/0533|2021-05-12 12:41:26|Челябинская область,город Миасс, проспект Макеева, дом 25А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.92|55.15219999717186|60.15227995819984
8597/0540|2020-09-25 10:59:45|Челябинская область,город Чебаркуль,улица Ленина, дом 37|ПН-ПТ 08:30-18:00, СБ 08:30-13:30, ВС выходной|95.83|54.97612001606083|60.35575996169624
8597/0548|2020-09-25 10:59:45|Челябинская область,город Чебаркуль,улица Электростальская, дом 34|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.55|54.97486000646597|60.37549003976187
8597/0549|2021-06-07 13:59:20|Челябинская область,город Чебаркуль,улица Ленина, дом 13|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.83|54.97796998591068|60.37146002071512
8597/0551|2021-12-13 14:19:28|Челябинская область,город Снежинск,улица Транспортная, дом 15|ПН-ПТ 09:00-18:00, СБ 09:30-14:00, ВС выходной|96.23|56.08007001508031|60.73999000747688
8597/0552|2022-11-14 14:41:09|Челябинская область,город Снежинск,улица Академика Забабахина, дом 37|ПН-ПТ 09:15-18:00, СБ-ВС выходной|96.67|56.07810001637699|60.76176996378311
8598/0368|2021-09-21 12:25:20|Республика Башкортостан,город Стерлитамак,улица Коммунистическая, дом 96|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.88|53.61781001725132|55.90706996429108
8598/0372|2021-09-21 12:27:12|Республика Башкортостан,город Стерлитамак,улица Вокзальная, дом 15|ПН-ПТ 09:00-18:00, СБ 09:00-15:30, ВС выходной|96.55|53.63009000831752|55.95170996894674
8598/0383|2021-05-12 12:42:32|Республика Башкортостан,город Стерлитамак,улица Гоголя, дом 106|ПН-ПТ 09:00-18:00, СБ 09:30-14:30, ВС выходной|96.36|53.60115999523603|55.94165998322035
8598/0384|2020-09-28 03:14:23|Республика Башкортостан,город Стерлитамак, проспект Октября, дом 31|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.55|53.62904000730674|55.92628002908373
8598/0479|2021-02-15 13:08:55|Республика Башкортостан, Белебеевский район ,рабочий поселок Приютово,улица Свердлова, дом 1/1|ПН-ПТ 08:00-17:30, СБ 09:00-13:00, ВС выходной|99.0|53.89879001951721|53.92971999660588
8598/0595|2021-02-15 13:08:58|Республика Башкортостан,город Нефтекамск,улица Ленина, дом 21В|ПН-ПТ 09:00-18:30, СБ 09:00-15:30, ВС выходной|96.3|56.09304000441591|54.23514003596975
8598/0606|2021-08-17 12:35:27|Республика Башкортостан,город Агидель,улица Первых Строителей, дом 3|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.61|55.89662844527916|53.93591601722677
8598/0630|2021-06-21 15:42:31|Республика Башкортостан,город Октябрьский,улица Губкина, дом 27|ПН-ПТ 09:00-18:30, СБ 09:00-15:30, ВС выходной|96.36|54.48260001115622|53.47427000919089
8598/0634|2021-12-13 14:16:31|Республика Башкортостан,город Октябрьский,улица Комсомольская, дом 25|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.72|54.48537002060812|53.45083001696077
8598/0637|2020-09-25 10:59:46|Республика Башкортостан,город Октябрьский, проспект Ленина, дом 57|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.49|54.48386999521585|53.50024996954028
8598/0643|2021-09-21 12:27:11|Республика Башкортостан,город Октябрьский,улица Садовое Кольцо, дом 21|ПН-ПТ 09:00-18:30, СБ 09:30-14:30, ВС выходной|93.44|54.48954999190269|53.45614003644144
8598/0687|2021-05-12 12:42:29|Республика Башкортостан,город Кумертау,улица Ленина, дом 17|ПН-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|96.08|52.7561499936302|55.79627000531008
8598/0690|2021-09-21 12:25:19|Республика Башкортостан,город Кумертау,улица Горького, дом 8|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.15|52.76059998793556|55.80332002407096
8598/0694|2021-09-21 12:25:19|Республика Башкортостан,город Кумертау,улица Энергетиков, дом 19|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.43|52.76312000712525|55.81945996536848
8598/0699|2021-02-24 17:08:44|Республика Башкортостан,город Салават,улица Ленина, дом 58А|ПН-ПТ 09:00-18:30, СБ 09:30-15:30, ВС выходной|96.08|53.34405001874271|55.92621004019222
8598/0701|2021-08-17 12:35:27|Республика Башкортостан,город Салават,улица Ленина, дом 40|ПН-ПТ 09:00-18:30, СБ-ВС выходной|96.0|53.35272998239506|55.92524000253772
8598/0703|2021-06-21 15:41:10|Республика Башкортостан,город Салават,улица Островского, дом 61|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.36|53.33990998721677|55.93429002721527
8598/0704|2021-09-21 12:25:19|Республика Башкортостан,город Салават, бульвар Юлаева, дом 34|ПН-ПТ 09:00-18:00, СБ-ВС выходной|88.19|55.40163001297117|58.60385997155862
8598/0724|2021-06-21 15:42:31|Республика Башкортостан,город Сибай,улица Пионерская, зд 9А|ПН-ПТ 09:00-18:00, СБ 09:30-14:00, ВС выходной|93.56|52.71393998652414|58.6664700222511
8598/0726|2021-05-12 12:42:29|Республика Башкортостан,город Сибай,улица Ленина, дом 17|ПН-ПТ 08:30-17:30, СБ 09:30-15:30, ВС выходной|95.83|52.72210002072254|58.66559000623673
8598/0762|2021-09-21 12:25:18|Республика Башкортостан,город Сибай, проспект Горняков, дом 11|ПН-ПТ 08:30-18:00, СБ-ВС выходной|96.23|52.72041999395955|58.6729599622418
8598/0763|2021-09-21 12:25:18|Республика Башкортостан,город Сибай,улица Белова, дом 40|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|52.72675000723765|58.67947001880009
8598/0781|2021-02-15 13:08:58|Республика Башкортостан,город Нефтекамск,улица Карла Маркса, дом 11|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.55|56.07963000707312|54.24082003265659
8598/0791|2021-02-15 13:08:56|Республика Башкортостан,город Салават,улица Островского, дом 8|ПН-ПТ 09:00-19:00, СБ 09:30-15:00, ВС выходной|96.3|53.35408998809478|55.93663997758955
8599/0227|2021-02-15 13:08:56|Курганская область,город Шадринск,улица Свердлова, дом 86|ПН-ПТ 08:30-18:00, СБ 09:00-15:00, ВС 10:00-14:00|95.92|56.08677000556457|63.63120999356323
8599/0237|2021-09-21 12:27:11|Курганская область, Каргапольский район ,рабочий поселок Каргаполье,улица Клубная, дом 1А|ПН-ПТ 08:30-17:30, СБ-ВС выходной|99.08|55.95844000855388|64.4367200249977
8599/0269|2021-05-12 12:41:25|Курганская область,город Шадринск,улица Ефремова, дом 8|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.74|56.08801999878511|63.61184997652279
8599/0292|2021-10-27 09:11:23|Курганская область,город Шадринск,улица Ленина, дом 93|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.65|56.07997999344019|63.62027001735768
8647/0112|2021-05-12 12:42:29|Тюменская область,город Тюмень,улица Червишевский тракт, дом 19|ПН-ПТ 09:30-19:00, СБ 10:00-14:00, ВС выходной|92.59|57.1283200043851|65.52385001700551
8647/0113|2020-09-28 03:14:23|Тюменская область,город Тюмень,улица Моторостроителей, дом 5|ПН-ПТ 09:00-18:30, СБ 10:00-14:00, ВС выходной|96.15|57.10609999816216|65.60594002977291
8647/0118|2020-09-28 03:14:23|Тюменская область,город Тюмень,улица Мельникайте, дом 54|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|57.14890998189753|65.5877600170615
8647/0158|2021-02-01 14:11:39|Тюменская область, Тюменский район ,рабочий поселок Винзили,улица Гагарина, дом 3А|ПН выходной, ВТ-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|98.99|56.95566000740774|65.77096000582489
8647/0175|2020-09-28 03:14:23|Тюменская область,город Тюмень,улица 50 лет Октября, дом 88|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.92|57.13467998296707|65.60108003467371
8647/0184|2021-05-12 12:41:25|Тюменская область,город Тюмень,улица Герцена, дом 70|ПН-ПТ 09:30-18:30, СБ-ВС выходной|95.45|57.1516200188322|65.53334998224551
8647/0216|2021-05-12 12:41:25|Тюменская область,город Заводоуковск,улица Глазуновская, дом 1|ПН-ПТ 08:00-17:00, СБ-ВС выходной|96.3|56.51275999216026|66.53813003866847
8647/0217|2021-06-07 13:58:26|Тюменская область,город Заводоуковск,улица Шоссейная, дом 1/4|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.38|56.49517999798766|66.55504999987551
8647/0288|2021-02-01 14:11:41|Тюменская область,город Тобольск,улица Семена Ремезова, дом 124|ПН-ПТ 08:30-18:00, СБ-ВС выходной|96.3|58.22724999777378|68.26745001984176
8647/0295|2021-05-12 12:41:25|Тюменская область,город Тобольск,улица Октябрьская, дом 50|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.0|58.20901001254515|68.26880998363197
8647/0330|2020-09-28 03:14:23|Тюменская область,город Тюмень,улица Рижская, дом 61|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.45|57.13480998628532|65.58382999411961
8647/069|2021-05-12 12:41:25|Тюменская область,город Тюмень,улица 50 лет Октября, дом 3/6|ПН-ПТ 10:00-19:00, СБ-ВС выходной|95.1|57.15341001616483|65.56754001675526
8647/079|2021-08-17 12:35:25|Тюменская область,город Тюмень,улица Пермякова, дом 39|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.65|57.11658999189575|65.57778002022661
8647/080|2021-06-21 15:41:09|Тюменская область,город Тюмень,улица Федюнинского, дом 67|ПН-ПТ 10:00-19:00, СБ 10:00-15:30, ВС выходной|95.92|57.10301000955656|65.5699300326267
8647/084|2021-06-21 15:41:09|Тюменская область,город Тюмень,улица Профсоюзная, дом 52|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|57.15256998182861|65.5556500356438
8647/089|2020-09-28 03:14:23|Тюменская область,город Тюмень,улица Пермякова, дом 46|ПН-ПТ 10:00-19:00, СБ 10:00-14:00, ВС выходной|95.65|57.12068999983401|65.5798599894996
8647/096|2020-09-28 03:14:23|Тюменская область,город Тюмень,улица Мельникайте, дом 135Б|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.0|57.12226998858259|65.55058996451581
8586/0172|2021-05-12 12:42:29|Иркутская область, Слюдянский район ,город Байкальск, мкр Гагарина, дом 151В|ПН-ПТ 08:30-17:00, СБ 10:00-13:30, ВС выходной|99.21|51.52037998266536|104.1499699857785
8586/0184|2021-06-07 13:59:20|Иркутская область,город Бодайбо,улица Урицкого, дом 20|ПН-ПТ 08:30-18:00, СБ-ВС выходной|95.65|57.848439983953|114.2021899922761
8586/0197|2020-09-25 10:59:46|Иркутская область,город Ангарск, мкр 7, дом 25|ПН-ПТ 09:00-18:30, СБ 09:30-14:00, ВС выходной|94.59|52.51966000186263|103.8667599781727
8586/0199|2020-09-25 10:59:46|Иркутская область,город Ангарск, кв-л 94, дом 8|ПН-ПТ 09:30-18:30, СБ-ВС выходной|89.17|52.52345776644982|103.9035669066938
8586/0202|2020-09-25 10:59:46|Иркутская область,город Ангарск, мкр 18, дом 19|ПН-ПТ 09:00-18:00, СБ-ВС выходной|87.02|52.50223000184738|103.8450999669009
8586/0204|2020-09-25 10:59:46|Иркутская область,город Ангарск, Б кв-л, дом 2|ПН-ПТ 09:00-20:00, СБ 09:00-16:00, ВС выходной|93.33|52.52338999068522|103.9027500263894
8586/0206|2020-09-25 10:59:46|Иркутская область,город Ангарск, мкр 12а, дом 2|ПН-ПТ 09:30-18:30, СБ 10:00-14:00, ВС выходной|94.74|52.51099001267505|103.8622500113502
8586/0209|2021-06-21 15:42:30|Иркутская область,город Ангарск, кв-л 23, дом 11|ПН-ПТ 09:00-20:00, СБ 09:00-16:00, ВС выходной|88.37|52.52345776644982|103.9035669066938
8586/0220|2021-05-12 12:42:29|Иркутская область,город Усолье-Сибирское,улица Стопани, дом 39Б|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.3|52.7524099884333|103.6276100313419
8586/0223|2021-02-24 17:08:40|Иркутская область,город Усолье-Сибирское, проспект Красных партизан, дом 57А|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|96.92|52.73003001358828|103.6573600041016
8586/0226|2021-02-24 17:08:40|Иркутская область,город Черемхово,улица Некрасова, дом 17|ПН-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|95.92|53.1391999931723|103.0922199893241
8586/0229|2021-02-24 17:08:40|Иркутская область,город Черемхово,улица Первомайская, дом 201/1|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|95.56|53.14809000731822|103.0676099672297
