ID точки|Адрес|Тип Пункта|Название пункта приема/выдачи|Время работы|Широта|Долгота
7801-145|город Санкт-Петербург,Ленинградская обл., Невский пр-кт, д. 35|Постамат|Постамат: PickPoint: 7801-145: ТЦ Большой Гостиный Двор|Ежедневно: 11-21|59.934172|30.332631
7801-146|город Санкт-Петербург,Ленинградская обл., Васи Алексеева ул., д 6 литера А|Постамат|Постамат: PickPoint: 7801-146: ТРК Румба|Ежедневно: 10-22|59.880094|30.26574
7401-001|город Челябинск,Челябинская обл., Молдавская ул., д. 16|Постамат|Постамат: PickPoint: 7401-001: ТРЦ Фокус|Ежедневно: 10-22|55.190474|61.303529
7801-021|город Санкт-Петербург,Ленинградская обл., Белы Куна ул., д 3 литера А|Постамат|Постамат: PickPoint: 7801-021: ТРЦ Международный|Ежедневно: 10-22|59.870091|30.379388
7705-736|город Москва,Московская обл., Митинская ул., д. 40, к. 1|Постамат|Постамат: Халва: 7705-736: Оптика Dr.Oculus|Ежедневно: 8-22|55.848004|37.361474
7705-735|город Москва,Московская обл., Лобненская ул., д. 6|Постамат|Постамат: Халва: Пятерочка: Лобненская|Ежедневно: 9-23|55.890514|37.537626
5002-585|город Зеленоград,Московская обл., к. 2022|ПВЗ|ПВЗ: PickPoint: 5002-585|Ежедневно: 9-21|55.976493|37.168172
7701-917|город Москва,Московская обл., Декабристов ул., д. 38, к. 1|Постамат|Постамат: PickPoint: 7701-917: Wildberries|Ежедневно: 10-21|55.859872|37.617078
3802-079|город Иркутск,Иркутская обл., Байкальская ул., д. 162|ПВЗ|ПВЗ: Lamoda: 3802-079|Ежедневно: 10-21|52.26229|104.314311
7802-569|город Кудрово,Ленинградская обл., Европейский пр-кт, д. 18, к. 1|ПВЗ|ПВЗ: Lamoda: 7802-569|Ежедневно: 10-21|59.908889|30.516068
5001-878|город Звенигород,Московская обл., р-н Восточный, мкр 3, д 4|Постамат|Постамат: PickPoint: 5001-878: Магазин Все для дома|Ежедневно: 9-20|55.723759|36.871786
5001-699|город Подольск,Московская обл., Академика Доллежаля ул., д. 42|Постамат|Постамат: PickPoint: 5001-699: Торговый Центр|Ежедневно: 10-22|55.413361|37.480912
7701-044|город Москва,Московская обл., Инициативная ул., д. 11|Постамат|Постамат: PickPoint: 7701-044: Дикси|Ежедневно: 8-23|55.715967|37.456524
5002-973|город Мытищи,Московская обл., Сукромка ул., д. 5|ПВЗ|ПВЗ: Ситилинк: 5002-973: ТЦ Самолет|Ежедневно: 10-20 (обед: 14-15)|55.902499|37.714678
5001-150|город Ступино,Московская обл., Бахарева ул., д. 17|Постамат|Постамат: PickPoint: 5001-150: ТЦ на Бахарева|Ежедневно: 9-21|54.886202|38.059301
6602-184|город Екатеринбург,Свердловская обл., Машиностроителей ул., д. 18|ПВЗ|ПВЗ: Халва: 6602-184: Совкомбанк|Пн-Пт: 10-19 (обед: 13-14); Сб: 10-16; Вс: Выходной|56.884591|60.572043
2401-027|город Красноярск,Красноярский край, Партизана Железняка ул., д. 61|Постамат|Постамат: PickPoint: 2401-027: Аптека|Ежедневно: 9-22|56.040445|92.94164
7802-570|город Санкт-Петербург,Ленинградская обл., Заневский пр-кт, д. 23|ПВЗ|ПВЗ: Халва: 7802-570: Совкомбанк|Пн-Пт: 10-19 (обед: 13-14); Сб: 10-17 (обед: 13-13:30); Вс: Выходной|59.929348|30.415141
7602-043|город Ярославль,Ярославская обл., Свердлова ул., д. 13|ПВЗ|ПВЗ: PickPoint: 7602-043|Пн-Пт: 9-20; Сб-Вс: 10-20|57.62934|39.879413
3602-123|город Воронеж,Воронежская обл., Адмирала Чурсина ул., д. 6|ПВЗ|ПВЗ: Ozon: 3602-123|Ежедневно: 9-21|51.635895|39.295751
5205-039|город Нижний Новгород,Нижегородская обл., Черняховского ул., д. 19|Постамат|Постамат: PickPoint: 5205-039: Продукты|Круглосуточно|56.337555|43.842354
3805-005|город Иркутск,Иркутская обл., Баррикад ул., д. 129/14|Постамат|Постамат: PickPoint: 3805-005|Ежедневно: 9-22|52.291432|104.326853
6305-034|город Самара,Самарская обл., Белорусская ул., д. 99|Постамат|Постамат: PickPoint: 6305-034: Пятерочка|Ежедневно: 8-23|53.144811|50.041458
1905-015|город Абакан,Хакасия респ., Карла Маркса ул., д. 28|Постамат|Постамат: PickPoint: 1905-015: Магазин Околица|Ежедневно: 9-21|53.726644|91.439177
5201-005|город Нижний Новгород,Нижегородская обл., Чаадаева ул., д. 5|Постамат|Постамат: PickPoint: 5201-005: ТЦ Сокол|Ежедневно: 10-20|56.329026|43.854324
5001-263|город Ногинск,Московская обл., Соборная ул., д. 12В|Постамат|Постамат: PickPoint: 5001-263: ТЦ Остров|Ежедневно: 10-21|55.853213|38.441938
7801-296|город Санкт-Петербург,Ленинградская обл., Ленсовета ул., д 41 литера А|Постамат|Постамат: PickPoint: 7801-296: Магнит|Ежедневно: 8:30-22:30|59.842998|30.32946
7801-297|город Санкт-Петербург,Ленинградская обл., Лермонтовский пр-кт, д 1/44 литера А|Постамат|Постамат: PickPoint: 7801-297: Магнит|Ежедневно: 8-21:30|59.924891|30.290326
7705-131|город Москва,Московская обл., Солнцевский пр-кт, д. 5|Постамат|Постамат: PickPoint: 7705-131: Пятерочка|Ежедневно: 7-23|55.651412|37.398307
7701-002|город Москва,Московская обл., Тараса Шевченко наб., д. 23 А|Постамат|Постамат: PickPoint: 7701-002: ТПМ Багратион|Ежедневно: 5:30-2|55.746278|37.545895
8605-015|город Сургут,Ханты-Мансийский авт. округ-Югра, Энтузиастов ул., д. 47/1|Постамат|Постамат: PickPoint: 8605-015: ТЦ Снежинка|Ежедневно: 10-20|61.259749|73.362133
4701-001|город Колпино,Ленинградская обл., ул Октябрьская, д 8 литера А|Постамат|Постамат: PickPoint: 4701-001: ТРК ОКА|Ежедневно: 9-23|59.738869|30.623096
2705-025|город Хабаровск,Хабаровский край, Горького ул., д. 60|Постамат|Постамат: PickPoint: 2705-025|Ежедневно: 8-23|48.477416|135.163877
6495-004|город Вольск,Саратовская обл., Октябрьская ул., д. 94|Постамат|Постамат: PickPoint: 6495-004: Гулливер|Ежедневно: 8-22|52.042612|47.395235
7801-023|город Санкт-Петербург,Ленинградская обл., ул Боткинская, д 3 к 1 литера А|Постамат|Постамат: PickPoint: 7801-023: ТК Тукан|Ежедневно: 10-21|59.958125|30.354608
8921-001|город Новый Уренгой,Ямало-Ненецкий авт. округ, Губкина ул., д. 5|Постамат|Постамат: PickPoint: 8921-001: ТЦ Вертолет|Ежедневно: 9-22|66.091513|76.675458
8921-002|город Новый Уренгой,Ямало-Ненецкий авт. округ, Подшибякина ул., д. 1/2 А,|Постамат|Постамат: PickPoint: 8921-002: ТЦ Гудзон|Ежедневно: 10-22|66.114703|76.67254
7701-041|город Москва,Московская обл., Волгоградский пр-кт, д. 42, к. 23|Постамат|Постамат: PickPoint: 7701-041: GS Парк|Ежедневно: 8-22|55.710265|37.708238
1601-062|город Казань,Татарстан респ., Победы пр-кт, д. 141|Постамат|Постамат: PickPoint: 1601-062: ТЦ Мега|Ежедневно: 10-22|55.780957|49.213134
6601-091|город Екатеринбург,Свердловская обл., ул Толмачева, д 22|Постамат|Постамат: PickPoint: 6601-091: ТЦ SILA VOLI|Ежедневно: 10-21|56.840552|60.609458
2425-002|город Канск,Красноярский край, Коростелева ул., д. 21|Постамат|Постамат: PickPoint: 2425-002: ТЦ Волков и Волков|Ежедневно: 9-18|56.202481|95.701893
2705-024|город Хабаровск,Хабаровский край, Стрельникова ул., д. 16А|Постамат|Постамат: PickPoint: 2705-024|Ежедневно: 8-23|48.536088|135.036793
6605-036|город Екатеринбург,Свердловская обл., Ильича ул., д. 50|Постамат|Постамат: PickPoint: 6605-036: Верный|Ежедневно: 9-22|56.898344|60.609432
7701-927|город Москва,Московская обл., Всеволода Вишневского ул., д. 5/6|Постамат|Постамат: PickPoint: 7701-927: Гастроном|Ежедневно: 9-21|55.812266|37.573393
